,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
787,United Kingdom,Corner Suite,1 night ,March 2019,Couple," Room was very spacious had a very homely feel to it. Facilities provided were excellent, bathroom was very clean. All in a loved the room. The staff went above and beyond when there were a couple of issues and was resolved very quickly. Will definitely be returning as loved every minute."," The rate that we had booked included free movies, however we were unable to access them. Although we were restricted to TV only the hotel provided us with a drinks voucher each to compensate.",10,Amaxing room and incredibly helpful staff. Loved every minte of this stay.
788,United Kingdom,Standard Room,2 nights ,March 2019,Group," Beautiful modern decor, lovely comfortable beds and pillows.No noise from outside and a minutes walk from Glasgow Central train station",,9.2,Lovely modern hotel in central location
789,Oman,Premium Room,1 night ,March 2019,Solo traveler, Very good location and clean,,8.8,Excellent
790,United Kingdom,Standard Room,3 nights ,March 2019,Couple," location for us was perfect , straight off motorway and next door to our friends hotel . bar and restaurant was excellent . art work on display was also a very happy experience , even to the fact we purchased the ""Glasgow orangutan"" on line between courses at dinner ."," never a fan of a shower over a bath . the room has enough size to make it a good sized walk in shower . who has a bath nowadays ???? other than that . excellent facility's ,",9.6,3 day stay for our yearly st patricks day wekkend in Glasgow . we will book here again for next year
791,United Kingdom,Standard Room,1 night ,March 2019,Group, Best fry up I’ve had,,10,Exceptional
792,United Kingdom,Superior Room,1 night ,March 2019,Couple, Bed was really comfy,,10,Perfect
793,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler, Excellent location with car park close by. Booked in late at night and receptionist was very friendly and helpful. Nice clean rooms. Amazing selection for breakfast.,,10,Very satisfied guest and would certainly recommmend this hotel
794,United Kingdom,Standard Room,2 nights ,March 2019,Couple," Very helpful,and well mannered staff ,comfortable beds ,rooms well maintained"," Nothing major,little things like no U.K. socket at my side of the bed ,",9.6,A great hotel for a stay in Glasgow
795,United Kingdom,Standard Room,1 night ,March 2019,Couple, The hotel room,,7.9,Good
796,Ireland,Standard Room,1 night ,March 2019,Couple," Nice friendly staff. Very clean. Toilets in bar best I’ve seen in terms of cleanliness 
Food very good. Breakfast pricey but excellent variety on offer."," A bit pricey (breakfast €30) for 2. 
Would like to see more craft beer options 
All minor dislikes.",9.6,Great location. Friendly staff. Would definitely stay here again.
797,United Kingdom,Standard Room,1 night ,March 2019,Couple," location, lifts, staff",,10,Fabulous modern hotel well located for the train station
798,United Kingdom,Premium Room,2 nights ,March 2019,Solo traveler," I have been to many restaurants all over the world and the Radison Blu tops the List everything was fresh and to top it all there was still a menu you could order from.  There must have been100 items to choose from Good going to all in the kitchen, you have done yourselves proud", You know I do not think I could fault anything  I was soooo impressed with everything The reception were extremely helpful The rooms were beautiful  The meeting room we were in was great.  We had dinner and that was great too,10,Excellent
799,United Kingdom,Standard Room,1 night ,March 2019,Couple, Bed really comfy,,10,Exceptional
800,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler, The reception staff are superb: welcoming and efficient. The bathroom/shower was excellent. The vegetarian breakfast was tasty: avocado with chilli and poached egged on toast.," It was a bit noisy until about 12 midnight. Music coming from a function room on ground floor was really loud. But after it stopped, everything was pretty quiet.",10,Well earned rest spent in a restful hotel.
801,United Kingdom,Standard Room,1 night ,March 2019,Family," Staff were lovely,  location excellent,  beautiful breakfast,  nice modern building.", Quite expensive,9.2,Wonderful
802,United Kingdom,Standard Room,1 night ,March 2019,Group," Excellent friendly staff, helped us with all aspects of our stay including where to go shopping."," Could have been a little cleaner in the bathroom, slight rusting and hairs.",9.6,"Great value, high quality hotel."
803,United Kingdom,Standard Room,2 nights ,March 2019,Group," Location excellent,breakfast choice very good and good value for money", A lot of stains on the walls that let the room down for the price of it,8.0,Very Good
804,United Kingdom,Standard Room,1 night ,March 2019,Couple, Breakfast was great and stuff friendly., Lift was outside room door so heard people through the night coming out of the lift. Rubbish nights sleep,7.9,Good
805,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler, Breakfast was good. Staff were good also, Beggars outside hotel & in central Glasgow generally,7.9,Good but not impressed with Glasgow
806,United Kingdom,Standard Room,1 night ,March 2019,Solo traveler, Great selection of breakfast,,7.5,Enjoyed my stay here
807,United Kingdom,Standard Room,1 night ,March 2019,Couple, Level of service by staff was excellent.,,10,Exceptional
808,United Kingdom,Standard Room,1 night ,March 2019,Couple, Breakfast very good, Nothing really,9.2,Very enjoyable
809,United Kingdom,Standard Room,1 night ,March 2019,Group, The bed and pillows were super comfy. Location was fab. Staff really friendly. Great stay!,,10,Exceptional
810,United Kingdom,Junior Suite,1 night ,March 2019,Couple, The clean room,,9.6,Impressive
811,United Kingdom,Superior Room,2 nights ,March 2019,Solo traveler, The Breakfast was amazing it is worth staying just for that.," I had a problem with my door handle which fell off and I was stuck in my room for a short while! But the staff were excellent and had it fixed in no time at all. 
The car park has tiny spaces and is very tight both in height and turning areas.",8.8,Excellent
812,United Kingdom,Standard Room,1 night ,March 2019,Couple," Bed was comfortable room was tidy.
Breakfast was brilliant too.",,10,Great hotel with fantastic location great staff and good food.
813,United Kingdom,Standard Room,4 nights ,March 2019,Couple," The hotel was well situated for our purposes and very close to Glasgow's main railways stations.  It was also close to the River Clyde, which now has excellent walks.  The staff were extremely friendly and helpful.  It is also close to Glasgow's main shopping areas, if you like that sort of thing.", I thought the lighting in the room was a bit irritating.  The lights were very bright yet left pools of darkness near the wardrobes.  The bathroom lights round the mirror were positively dazzling.,10,A most enjoyable stay in a very interesting city.
814,United Kingdom,Standard Room,2 nights ,March 2019,Couple, Staff at reception very helpful and polite. Bar staff was very friendly and made great cocktails. Would def stay again. Highly recommend,,10,Relaxed
815,United Kingdom,Standard Room,1 night ,March 2019,Group," First time at a Radisson Blu and travelling for business. Comfortable clean rooms, friendly staff and a beautifully refurbished hotel in the heart of Glasgow. Definitely stay there again and recommended.", A constant background hum sounded like the bathroom fan had stayed on all night. While not a huge problem it was still noise you could do without in the early hours of the morning.,10,Beautiful hotel and excellent customer service. We will be back.
816,United Kingdom,Junior Suite,1 night ,March 2019,Couple, Good location for night at O2 Academy, Expensive parking but nearby,8.3,Comfortable nights sleep
817,Belgium,Standard Room,5 nights ,March 2019,Group," so nice to have water, cookies and apples available by the reception! very friendly staff! the welcome chocolates in the room were a nice surprise too! :)",,10,excellent experience!
818,United Kingdom,Corner Suite,1 night ,March 2019,Couple," Staff all very helpful.
Breakfast was lovely!"," The room had one or two ""tired"" parts.",8.8,Would definitely stay here again!
819,United Kingdom,Standard Room,1 night ,March 2019,Group, Staff were friendly and efficient. Great location. Varied breakfast choices and freshly made additional items available. Breakfast served till 11am and checkout at 12. This was appreciated as we’d had a late night., Can’t think of anything.,10,Enjoyed every minute of my stay
820,United Kingdom,Standard Room,1 night ,March 2019,Couple, The location was good. The staff were friendly and efficient, There was dust on table and lamp. Flooring was marked and plug in sink was rusty . Was disappointed with standard of cleanliness in room.,7.5,It was my fiancées 21st and there was a card and biscuits in the room. We appreciated thIs nice touc
821,United Kingdom,Standard Room,1 night ,March 2019,Couple, Very friendly and relaxed atmosphere. Forgot our toothbrushes so the receptionist gave us some.,,10,Exceptional
822,United Kingdom,Standard Room,1 night ,March 2019,Couple," Modern, recently refurbished hotel. Great ambience, with helpful, friendly staff.",,10,Exceptional
