,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
1046,United Kingdom,Superior Room,1 night ,December 2018,Couple," Looks beautiful,inside,staff very helpful and attentive,good location for what we required ,very good breakfast,rooms were nice clean and comfortable...", Wasn’t anything I didn’t like,9.6,One night in Glasgow
1047,United Kingdom,Standard Room,1 night ,November 2018,Couple, everything,,10,Exceptional
1048,United Kingdom,Superior Room,2 nights ,December 2018,Couple," Perfect for train station & night life, loved the pool for an early morning swim",,9.6,Exceptional
1049,United Kingdom,Standard Room,2 nights ,December 2018,Couple, The staff were friendly and very professional nothing was any trouble to them with exception to the young man who checked us in (Maureen and  Daniel Lappin) sorry didn’t get his name but he is such an asset to your hotel, No complaints whatsoever,8.8,It was a truly chilled break in a nice environment with nice people
1050,Morocco,Standard Room,2 nights ,December 2018,Couple, Location, Bathroom was dated,7.5,Good
1051,United Kingdom,Standard Room,1 night ,December 2018,Group, Overall very satisfied with the stay. Good hotel. Good location and good staff., We had an issue not being able to get a drink as residents on returning at 1230. There were people still drinking in the bar and 3 staff still behind the bar. It seemed a bit poor not to even be able to sit and have a last drink in the comfort of the bar/lounge. We had to all go to one bedroom which for a business trip was slightly awkward!,8.8,Overall it was a good stay.
1052,United Kingdom,Standard Room,1 night ,December 2018,Couple, Arrival and check in were great.  Location is excellent.  Reception staff on arrival very friendly.  Breakfast was excellent.," Upon arrival we were disappointed with the layout of the room  - a post in the middle of the room made it difficult to see the TV and to easily move around the room - and the shower door leaked which left the bathroom floor wet through to brush your teeth etc - but settled in and accepted fine.  We went out into Glasgow and on return the whole of our landing smelt very badly of smoking.  We went into our room and it was worse - it was coming through the air conditioning.  When we advised reception they told us that we were on the floor with smoking rooms!!!  We booked a no smoking room and asked to be moved but they refused as they said all other rooms were full. This wasn't true as we looked at the availability online.  We should have been advised that we were on a smoking corridor and that our room would smell badly.  Very disingenuous of the hotel and very poor customer service when asked to be moved.  Completely spoiled our weekend away with no acknowledgement or apology from any staff.  When we checked out, no one asked if our staff had been ok so we weren't even given the opportunity to give feedback.",7.5,Disappointing unneccesarily.  If we had been given a non-smoking room it would have been very good.
1053,United Kingdom,Standard Room,1 night ,December 2018,Group, The beds were amazingly comfortable,,10,Exceptional
1054,United Kingdom,Standard Room,1 night ,December 2018,Group, Staff were very friendly and efficient., We thought the bar prices were a bit high so we didn't drink in the hotel.,9.0,"We had a brilliant weekend, we thoroughly enjoyed our time in Glasgow."
1055,United Kingdom,Standard Room,1 night ,November 2018,Family," The location and rooms were lovely, also we overlooked Arthur’s seat.", The breakfast room was very tight for space with tables really close together.,9.2,Wonderful
1056,United Kingdom,Standard Room,1 night ,December 2018,Couple," Facilities and accommodation excellent
 We only had breakfast. Again excellent. 
Entertainment in the evening by Chris Andreucci excellent."," Downside. Lounge bar freezing cold. No heating. Only a calor gas heater. Very inadequate. 
Ventilation in bedroom kept me awake all night. 
Badly needing attention
As is lighting too dim.",9.2,Wonderful
1057,United Kingdom,Standard Room,1 night ,December 2018,Couple, very friendly staff - only had breakfast - but was excellent -- coffee NOT good, coffee,9.2,enjoyed it and will be back
1058,United Kingdom,Standard Room,1 night ,December 2018,Family, Location and interior. Food in restaurant was excellent., Room was a bit cold when we arrived and was such a cold day too.,9.6,Exceptional
1059,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," The location, the friendliness, the comfort and the food", I found nothing to dislike,9.6,A very good and very short stay
1060,United Kingdom,Standard Room,1 night ,December 2018,Couple," Friendly atmosphere, helpful staff and great location. Good choice at breakfast, top notch porridge.", Nothing to complain about.,10,Exceptional
1061,United Kingdom,Premium Room,1 night ,December 2018,Solo traveler, Overall service was excellent, Wasnt made clear that i would be charged for every time the valet dtiver bought my car round for when i went out,10,Exceptional
1062,United Kingdom,Superior Room,1 night ,December 2018,Couple," Very clean and well managed hotel. Staff very helpful and polite. Had a few issues with parking and evening Meal, However was all sorted out within 5mins.", The Food and drink is a little over priced.  Save yourself some money and go to the weatherspoons across the road,9.2,Very nice and will stay again.
1063,United Kingdom,Superior Room,1 night ,December 2018,Couple, Bed was very comfy and breakfast was excellent!, Nothing everything was spot on,10,Exceptional
1064,United Kingdom,Standard Room,1 night ,December 2018,Couple,, Room had the wrong name on the tv welcome page.,7.5,Enjoyable.
1065,United Kingdom,Premium Room,1 night ,December 2018,Couple," Clean rooms, comfy bed", No onsite car park 😪,10,Exceptional
1066,United Kingdom,Superior Room,2 nights ,December 2018,Couple, upgrades very good bar etc breakfast excellent, poor selection tv channels when functions on more organisation at bar prep etc,8.8,Excellent
1067,United Kingdom,Standard Room,1 night ,December 2018,Couple, Room great. Staff so helpful and fun too. Fantastic location for all things Glasgow, The foyer is freezing. Lovely to have the glass frontage but cold in the bar area,8.8,Will be back
1068,United Kingdom,Standard Room,1 night ,December 2018,Couple," Comfy beds, quiet rooms",,10,Excellent location for an overnight stay
1069,United Kingdom,Superior Room,1 night ,December 2018,Family,, Free drink policy....had a board thrust in my face after presenting tickets for drinks.  Very limited drinks available and the writing on the card just says refer to terms and conditions. Could be a nice touch done correctly!!,8.3,Very Good
1070,United Kingdom,Standard Room,1 night ,December 2018,Couple, The location and the high standard spec, No leisure facilities,8.8,Excellent
1071,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler," The customer service was unbelievable.  Service with a smile during every interaction with staff, whether it be the ultra friendly check-in staff or the pleasant bar staff.  Definitely will be staying there again.  The room was spotless, the bed was super comfy, and the TV and wi-fi facilities were perfect.  The location was walkable to the city centre and to the SSE Hydro.",,10,Exceptional
1072,United Kingdom,Standard Room,4 nights ,November 2018,Couple, Location," Hotels under renovation, would not have booked this hotel if I had been aware of this. Very disappointing as have stayed at this hotel on numerous occasions.",7.5,Below average
1073,United Kingdom,Standard Room,1 night ,December 2018,Couple,," Was expecting leisure facilities and this was not the case. None available , only open until 2pmSaturday and closed all day Sunday. This should be made more clear as when you view hotel it says leisure facilities available.",8.8,Excellent
1074,United Kingdom,Superior Room,1 night ,December 2018,Couple, Bed really comfy great nights sleep,,10,Excellent
1075,United Kingdom,Standard Room,1 night ,November 2018,Couple, The hotel is in a good city centre location.  We have wanted to stay in this hotel for a while but were a bit disappointed in the room.  The decor was a little tired.  The bathroom basin was set in a glass worktop and you could see dirty marks all round the rim.  Just a bit disappointed.,,8.3,Very Good
1076,United Kingdom,Superior Room,1 night ,December 2018,Group, Brilliant breakfast,,10,Exceptional
1077,United Kingdom,Standard Room,1 night ,December 2018,Couple, Great location and facilities.,,10,Exceptional
1078,United Kingdom,Standard Room,1 night ,December 2018,Couple, Superbly appointed accommodation,,10,Exceptional
1079,United Kingdom,Superior Room,1 night ,November 2018,Couple, Friendly staff and was able to get into my room early but the room was lovely and spacious so will definitely be back for a wee bargain Sunday night but wouldn’t pay the big money on other nights., I live in Glasgow so see it in the passing.,10,Exceptional
1080,United Kingdom,Standard Room,1 night ,December 2018,Group,, Ginger bar staff prick,10,Exceptional
1081,United Kingdom,Standard Room,1 night ,December 2018,Group, Lovely large comfortable bed and great breakfast, Police sirens through the night,8.8,Lovely
1082,United Kingdom,Superior Room,1 night ,December 2018,Couple, by far the best staff I have experienced in any hotel group., Shower was low pressure,9.0,Excellent staff
1083,United Kingdom,Standard Room,1 night ,December 2018,Family, Perfect, Nothing,10,Exceptional
1084,United Kingdom,Standard Room,2 nights ,December 2018,Couple, Excellent breakfast. Lovely rooms and very central, Sink was blocked and not fixed when reported,10,Nearly perfect
1085,United Kingdom,Superior Room,1 night ,December 2018,Couple, Amazing place can’t wait to stay again ❤️, Nothing,10,Amazing place to stay in a amazing city
1086,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler, Staff were excellent, Glasgow weather!,10,Exceptional
1087,United Kingdom,Standard Room,1 night ,December 2018,Group, Staff were excellent and breakfast was very good with an excellent range of options and service., Bathroom smelled very musty and damp.,7.5,"Excellent staff, breakfast and facilities only let down by a bathroom that smelled damp and musty."
1088,Australia,Standard Room,2 nights ,December 2018,Solo traveler," Bed was very comfy.
Room service was excellent.
Location is great.",,9.2,"Great Hotel, Great Location, Would stay here again in future."
1089,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler, Staff were excellent!!!  Loved the new foyer and always have a fabulous stay here.  10*, Nothing.,10,"Brilliant, we'll be back (next Friday 7th December!!!)"
1090,United Kingdom,Superior Room,2 nights ,December 2018,Couple," Staff were friendly, facilities excellent. The room itself was of a very high standard and nothing was too much trouble for the staff. The location was also part of the charm, with central station, subway stops and many great attractions being nearby."," Unfortunately on the last night of our stay, the hotel was hosting a Graduation Ball which meant that as our room was near the lifts, we were often woken up into the early hours with people coming and going very loudly. In addition, the music from the event could be heard quite clearly in our room. We only managed a few hours of sleep that night. Could soundproofing have resolved this issue?",8.8,"Great hotel, great staff, great location but occasionally quite noisy."
1091,United Kingdom,Standard Room,2 nights ,December 2018,Couple, I have stayed here  many many times before  this hotel is first class to be honest. My only complaint is the spa and pool is not open sunday.,,10,Exceptional
1092,United Kingdom,Superior Room,2 nights ,December 2018,Couple, It was very central and the staff were nice and the place was clean so all in it was great to stay there, Just the pillows were slightly uncomfortable but nothing to complain about,9.6,Exceptional
1093,United Kingdom,Superior Room,1 night ,December 2018,Couple, Breakfast and the bed, cleaning,7.9,Good
1094,United Kingdom,Standard Room,1 night ,December 2018,Couple, Restaurant staffs helpfulness, Unfortunately the food was sent back. Dealt with efficiently and satisfactorily,9.6,Had an excellent time staying at the hotel
1095,United Kingdom,Corner Suite,2 nights ,December 2018,Family, Everything was perfect,,10,Exceptional
1096,United Kingdom,Superior Room,1 night ,December 2018,Couple," We had a superior room with an extra large double bed and it was amazingly comfy. The shower was also brilliant, really powerful. The cheeky wee caramel wafer was an added bonus", Nothing,9.6,"Great location, great hotel"
1097,United Kingdom,Standard Room,1 night ,December 2018,Couple, The room was lovely and modern. Big comfortable double bed.,,9.2,Wonderful
1098,United Kingdom,Standard Room,1 night ,December 2018,Couple,, The view,10,Very happy great location
1099,United Kingdom,Standard Room,1 night ,December 2018,Group, The breakfast was excellent and the room very comfortable. Staff could not have been more helpful., Bar staff could have been more knowledgeable.,9.2,I would recommend this hotel to friends and family.
1100,United Kingdom,Standard Room,1 night ,December 2018,Couple," Bed was fantastically comfy, the duvet and pillows were amazing!! Staff were ultra polite and helpful...told us about the trial music session in the hotel reception which was, btw, fantastic...lovely and chilled before going to bed!",,9.2,"Central, friendly, comfy"
1101,United Kingdom,Standard Room,3 nights ,December 2018,Couple, Very friendly staff, Not enough bar staff long waits for drinks,9.6,Very enjoyable few days away
1102,United Kingdom,Standard Room,1 night ,December 2018,Couple,, Room very depressing colour and large pole in the room with tv attached made the room look smaller. Also not enough room on one side of the bed and the wall.,8.3,Other than the bedroom every other part of the hotel excellent.  The breakfast selection very good.
1103,United Kingdom,Standard Room,1 night ,December 2018,Couple, Lovely attentive staff and the best sleep I have had in a hotel bed super comfy and great pillows!,,10,Exceptional
1104,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler, Room was very quiet despite being right in the city centre and across from a busy road junction. Had an excellent sleep. Choice at breakfast was very good and fresh, Nothing!,9.6,I would stay here again
1105,United Kingdom,Corner Suite,1 night ,November 2018,Couple," The staff were amazing. From the moment we checked in to the moment we left. They were extremely helpful. I booked The Apartment for my fiances birthday. I was blown away by everything in here. So much space, complimentary drinks, really comfortable bed, great view and just an amazing experience.
We didn't have a single problem. We will be going back here and booking the apartment again. It was expensive but trust me.... the whole experience made it worth it including the dinner and breakfast too. What an amazing time we had here. Highly recommended staying here!!",,10,What an amazing experience!
1106,United Kingdom,Standard Room,1 night ,November 2018,Couple, The rooms were fantastic. Great amount of space and lovely bathroom., Nothing,10,Exceptional
1107,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," A very comfortable, city center hotel, with excellent staff.", Pillows were to soft for me.,7.5,Good
1108,United Kingdom,Standard Room,1 night ,November 2018,Couple, Bed very comfortable.  Biscuits nice, Bathroom a bit plain,8.8,Great deal for a Sunday night
1109,United Kingdom,Corner Suite,1 night ,November 2018,Couple," Large room (corner suite), friendly staff, good location, lovely breakfast in bed.", No plug sockets or USB sockets on either side of the bed. Had to plug phones / Apple Watches in to charge in living room area.,8.3,Very Good
1110,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," The room was spacious, the bed comfy, the bathroom accessories were fine. The  reception staff were most helpful."," At breakfast, excellent menu on the table but no staff to take order or to provide tea or coffee.",9.4,Wonderful
1111,United Kingdom,Standard Room,1 night ,November 2018,Couple, Friendly and hardworking staff," A little pricey.
I got a parking ticket whilst unloading!",8.8,Would recomend it. Perfect for the City Centre
1112,Cyprus,Standard Room,3 nights ,November 2018,Solo traveler, Staff was welcoming and my room was clean and comfortable.,,9.6,Exceptional
1113,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler, Lovely hotel. Excellent location when travelling by train., The mattress was just a bit hard- cut off circulation. However I slept well.,9.2,Great for business
1114,United Kingdom,Superior Room,1 night ,November 2018,Couple," The hotel was spotless, 24hr bar at reception really gd, drinks were a little bit pricey."," The room was standard and bathroom was very small, small bath with a very standard shower attached.",7.9,Good
1115,United Kingdom,Premium Room,1 night ,November 2018,Couple," Good location, super clean and comfy beds!"," We got there so late, wish we had stayed longer",10,Exceptional
1116,United Kingdom,Standard Room,1 night ,November 2018,Group," The hotel is so central.  The staff were friendly and the rooms were clean and well kited our.  Free Wi-fi throughout the hotel without having to get codes etc was a bonus.  The same young man checked us in and out and have to say he was friendly, informative and genuinely interested.  Sorry I didn’t get your name but thanks.", Can’t fault it,10,Exceptional
1117,United Kingdom,Standard Room,1 night ,November 2018,Couple, Free cookies,,8.3,Very Good
1118,United Kingdom,Superior Room,1 night ,November 2018,Couple, The bed was very comfortable and had a good view, I was given the wro g room to begin with a twin room instead of a double staff resolved the matter an we were moved to a double room,10,My stay was very enjoyable and confortable an i will stay here again
1119,United Kingdom,Standard Room,1 night ,November 2018,Couple, Beds were extra comfy,,10,Exceptional
1120,United Kingdom,Standard Room,1 night ,November 2018,Couple, Polite friendly staff, Lifts. No control within,10,Exceptional
1121,United Kingdom,Superior Room,4 nights ,November 2018,Couple," Good location, comfortable rooms", Maid forgot hand towels on the last day no big issue,8.8,"Great location , good hotel perfect base for visiting Glashow. Food and staff are great"
1122,United Kingdom,Standard Room,1 night ,November 2018,Group, Pillows were amazing and breakfast was great. Staff very friendly and helpful.,,10,Exceptional
1123,Iceland,Standard Room,4 nights ,November 2018,Couple," Evrything , staff was very nice and helpful the breakfast was exelent", I liked evrything,10,Exceptional
1124,United Kingdom,Standard Room,1 night ,November 2018,Couple, the bed, nothing,9.6,amazing
1125,United Kingdom,Standard Room,2 nights ,November 2018,Group, A nice hotel with friendly staff, Our room was very cold at first as there is a very cold draught that comes off the windows but when we closed the curtains and put the heating on it was fine. Also the location isn’t suitable for the shops as you have to walk under a very large bridge to get from the shops to it and there are a lot of homeless and kids hanging about so we felt very vulnerable and uncomfortable going in and out to leave shopping back and going getting back from a night out,7.5,Good
1126,United Kingdom,Standard Room,1 night ,November 2018,Couple,, The pool was closed and the bathroom was dated,7.9,Good
1127,United Kingdom,Superior Room,1 night ,November 2018,Couple,, Leftover food under the restaurant table from the evening before,8.3,The hotel met our expectations
1128,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," The evening meal looked amazing an apatizing in its description, but the Chicken wings weren’t great and the main meal of Padta with squid and Prawns in garlic and Chili was very very bland 😟 plus porridge at breakfast was watery", The evening meal and porridge were bland.,8.8,Ok
1129,Australia,Superior Room,9 nights ,November 2018,Couple, Atmosphere was lovely. Staff friendly and helpful. We enjoyed the Gym.," Water pressure a little low. Cost of breakfast to expensive, we only need toast or  cereal  for breakfast.",10,Excellent
1130,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler, The bed was quite comfy and the room itself was nicely decorated. It was very clean and neat.," The breakfast service hasn't improved since my last stay, it was slow and staff forgot things. The wait staff seem to be run off their feet while there are several, seemingly senior staff floating around but too few wait staff. 
The bathroom could do with a bit of TLC, loose fittings, poor shower (powerful but dangerously varying water temperatures). 
The TV was freeview only which is fine, but half of the channels didn't work and there was not space to allow you to plug in cables as the TV was bolted to the walls.",7.5,Comfortable but could use some work.
1131,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler, The cooked breakfast was delicious and there was plenty choice. The bedroom was beautiful with a very comfortable bed. The staff were extremely friendly too., The pillows in the bedroom were very soft. I like firmer pillows so I had to sleep with two pillows underneath me.,9.6,"Beautiful hotel, in a very comfortable room with excellent facilities. Will definitely be back."
1132,United Kingdom,Junior Suite,1 night ,November 2018,Group," Pillows were perfect, location could not have been better. The valet service was a real bonus because parking's a nightmare! I especially liked the little touches such as the hand-written personally addressed card in my room, the pillow spray and shortbreads! Also, really nice to have a proper coffee 
Free drink was a nice idea but I didn't see where the bar was"," There were works going on so, I know, only temporary but they were REALLY loud! Also, could not find the loos from reception, or the bar actually! To be fair, I didn't ask - I took it as a sign I had had enough and went to bed!",8.8,"Comfortable place to stay, perfectly located"
1133,United Kingdom,Standard Room,1 night ,November 2018,Couple," My partner described the bed as being 'like a marshmallow' and I agree - it was unbelievably comfy. Also, the hotel left her a small gift and card for her birthday, which was very much appreciated."," There was some improvement work being carried out in the foyer which wasn't ideal, but it didn't spoil our experience.",9.6,Brilliant!
1134,United Kingdom,Standard Room,1 night ,October 2018,Couple, The staff in the hotel couldn’t have been nicer which made the stay more enjoyable, I can honestly say there wasn’t anything I didn’t like,10,The best hotel I’ve been in for years
1135,United Kingdom,Standard Room,1 night ,November 2018,Couple," beds were comfy, great location, close to good food places. Easy to find.",,10,Exceptional
1136,United Kingdom,Standard Room,1 night ,October 2018,Couple," very close to all sites , friendly staff", nothing,8.3,Very Good
1137,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler, my room was near the lifts and very noisy during the night, Noisy room,7.5,"OK, good location,"
1138,United Kingdom,Standard Room,1 night ,October 2018,Couple, Rooms clean reception friendly," Bar staff slow
Maintenance noise",8.3,Very Good
1139,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler, Rooms a little quirky in shape with desk and TV mounted on a pillar. Different is good," Parking, bar facilities whilst main bar is being renovated",8.8,Good for a night or 2 - or as a base for business/events
1140,United Kingdom,Standard Room,1 night ,November 2018,Group," good central location, easily accessible by public transport and with nearby parking.  Meeting facilities well provided.  Rooms well furnished."," Smell of stale cigarette smoke in room,  Quite alot of noise at street level at night.",7.5,Convenient and Central but with some downsides.
1141,United Kingdom,Superior Room,1 night ,November 2018,Couple, Great location and hotel staff were polite and helpfull, Nothing,10,Exceptional
1142,United Kingdom,Standard Room,1 night ,November 2018,Couple," Very friendly staff, Lee and Stacey, very comfortable bed and will definitely return 🤣👍",,10,Ideal location and enjoyed from check in to check out
1143,United Kingdom,Superior Room,1 night ,November 2018,Couple, Breakfast was very nice as well as staff.,,8.8,Excellent
1144,United Kingdom,Standard Room,1 night ,November 2018,Group, Great reception staff lee was friendly and helpful,,9.0,Excellent location comfy beds
1145,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,, The bed was lumpy,10,Good but please look at the beds
1146,United Kingdom,Standard Room,1 night ,November 2018,Group, The beds were really comfy...lee at reception was brilliant. They also kept our bags the next day while we went shopping. Breakfast was brilliant, More teabags,9.6,Great location
1147,Ireland,Standard Room,1 night ,November 2018,Couple, Body and shower gels had a beautiful scent!,,10,"Excellent hotel, friendly and efficient staff"
1148,United Kingdom,Superior Room,2 nights ,November 2018,Couple," Bed very comfy, lots of amenities in the bathroom. Good selection in mini bar and caramel wafers on the complimentary tea and coffee tray.",,10,Exceptional
1149,Australia,Standard Room,1 night ,November 2018,Solo traveler," Great location very close to train station. Staff I dealt with on reception were brilliant and very helpful regarding where to eat, pick up buses etc.",,9.6,Exceptional
1150,United Kingdom,Standard Room,3 nights ,November 2018,Family, Location was perfect and quality  all in all spot on, Some staff have communication problems as they speak very little English,9.6,Brilliant we are going to book again
1151,United Kingdom,Standard Room,1 night ,November 2018,Couple, The bed and pillows where very comfortable. Very clean floors and toilet.,,10,Exceptional
1152,United Kingdom,Standard Room,1 night ,November 2018,Group, The friendly atmosphere polite staff and room very cosy., Everything was perfect,9.6,My opinions
1153,United Kingdom,Standard Room,1 night ,October 2018,Couple, Very nice hotel only thing no entertainment, No view from bedroom,9.6,Not bad
1154,United Kingdom,Standard Room,1 night ,October 2018,Couple," Hotel was great staff friendly, would stay again, clean tidy, bed comfortable.", Only disappointment was breakfast it was not so good very dry overcooked. Not worth money.,10,Exceptional
1155,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," Great welcome, great gym and comfortable bed!",,10,Exceptional
1156,Germany,Standard Room,3 nights ,November 2018,Group, It was amazing. The staff was excellent. I will be staying here again.,,10,It was amazing. The staff was excellent. I will be staying here again.
1157,United Kingdom,Standard Room,2 nights ,November 2018,Couple," large comfortable room, hotel staff very helpful", booked this hotel for the leisure facilities only to find that they closed at 2pm on my day of arrival and didnt open the next day.,9.2,"Great spot very central to my needs, great staff"
1158,United Kingdom,Standard Room,1 night ,November 2018,Couple, Friendly welcoming staff..location...room was lovely,,9.6,Made my partners birthday special.
1159,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," The hotel is in the centre of the city, hence the cost. The staff were all very well mannered. The situation of the building means that access to other parts of the city, if you wish to go on foot, is good."," It is highly disingenuous to advertise a 3 course meal for £24.99 and then charge for vegetables; the food is nouvelle cuisine, which means it looks pretty but is hardly satisfying. I had to pay £3.50 for 3 slices of carrot, beet and parsnip and a further £3.50 for a small basket of chips. I could have hung the starter on the wall and framed it. The dessert was good.
My room was large and well appointed, but it was right next door to some kind of fan system ( air conditioning for the whole hotel) which was noisy and made sleeping difficult to begin with. I mentioned it at checkout and the receptionist said he would mention it to the duty manager. No change there then.",7.5,Good
1160,United Kingdom,Standard Room,1 night ,November 2018,Couple," Very helpful, great service",,10,Exceptional
1161,Saudi Arabia,Superior Room,3 nights ,November 2018,Couple," The location is great, staff are friendly and the hotel is clean and great overall.",,10,Exceptional
1162,Malaysia,Family Room,1 night ,November 2018,Solo traveler, Bathroom, The pillow. Too soft,9.6,Good
1163,United Kingdom,Standard Room,3 nights ,November 2018,Couple, Low noise environment. Well illuminated room and corridors. Friendly staff and prompt delivery of services.  Prompt answers to enquiries., Insecure and unreliable internet service. Lack of refreshment.  little information about room services.,8.3,It was lovely and enjoyable.
1164,United Kingdom,Standard Room,2 nights ,October 2018,Couple," Everything was great, especially the reception staff however breakfast is very expensive.", The cost of breakfast,10,Very please with our stay
1165,United Kingdom,Standard Room,2 nights ,November 2018,Group, Very conveniently located! Great value for money and the gentleman who checked us in/out was fab.,,10,Great stay
1166,United Kingdom,Standard Room,1 night ,November 2018,Couple, Really nice staff and Wi-Fi as part of stay not an added extra,,10,Great location great staff
1167,United Kingdom,Standard Room,1 night ,November 2018,Couple," the location, staff and food", the beds and pillows were not great,8.3,Very Good
1168,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler," Spacious room, lovely comfy bed, nice bath. Very helpful staff.", Lovely toiletries provided but no soap! Didn't like being woken at 5am when the building opposite turned its blue lights on. Shower pumped a cycle of hot to cold water incessantly until I turned on the lower tap also.,8.8,"Would stay again as it's so reliable, good location and great staff."
1169,United Kingdom,Standard Room,1 night ,November 2018,Couple, Spacious and very comfortable.,,10,Exceptional
1170,United Kingdom,Standard Room,1 night ,October 2018,Couple," Superb comfortable bed, especially the pillows. Perfect location across the road from the train station. Very welcome on a wet day. Reception and check-in was quick and friendly. Plan to stay there again next summer.",,9.5,Ideal for an overnight stay in terms of location and comfort
1171,United Kingdom,Standard Room,1 night ,November 2018,Couple, Love the breakfast, Nothing it was all nice,7.5,Good
1172,United Kingdom,Standard Room,1 night ,November 2018,Group, location, the main lounge area was shut off,9.2,Wonderful
1173,United Kingdom,Superior Room,1 night ,November 2018,Solo traveler,, The black furniture in room 306 was pretty scuffed and the bath plug sticks.,10,Excellent
1174,United Kingdom,Standard Room,1 night ,November 2018,Family," Everything was perfect great location opposite the station
Very comfortable beds. Nice toiletries and dressing gown and slippers even in the standard room. Went out for breakfast do can't comment on good.",,10,Exceptional
1175,Australia,Standard Room,1 night ,November 2018,Solo traveler," Service was outstanding, gym facility including pool was fantastic and breakfast in particular was outstanding", not being able to stay longer,10,Exceptional
1176,United Kingdom,Standard Room,1 night ,October 2018,Couple, Staff were excellent, Significantly over priced,7.9,Good
1177,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler, everything above was perfect and great location,,10,Excellent location with lovely rooms and staff
1178,United Kingdom,Standard Room,1 night ,October 2018,Couple, Location, Price,9.2,"Great location and facilities. Overpriced, but all Glasgow hotels have the same issue."
1179,United Kingdom,Standard Room,1 night ,October 2018,Couple, Very luxurious for the price. Will be back,,10,Exceptional
1180,United Kingdom,Standard Room,1 night ,October 2018,Group," The staff went out of their way to make our stay a very memorable experience.
We had been given a king size bed, and asked if we could have single beds.
This was changed in a matter of minutes on arriving at our room and the beds were re-made as singles.
Fantastic service - We will be back!", Nothing.,10,"Excellent hotel, good location, comfortable bed and lovely staff."
1181,United Kingdom,Superior Room,2 nights ,October 2018,Couple, Great City Centre Location," Pool not available on the Sunday unlike my last stay, no main bar due to building works in progress during stay with workmen wandering around, very noisy during breakfast, shower water pressure poor, no email advising me pool times had changed of the fact there was renovation works ongoing.  Very expensive 2 night stay for less amenities.",7.5,Good
1182,United Kingdom,Standard Room,1 night ,October 2018,Couple," Staff were friendly and welcoming! Room was beautiful and really clean, we loved it.",,10,Amazing 🖤
1183,United Kingdom,Junior Suite,1 night ,October 2018,Couple,, I didn’t realise hotel was being upgraded during my stay & price remained the same.     Staff were exceptional especially LEE,8.3,Very Good
1184,United Kingdom,Standard Room,1 night ,October 2018,Couple," Beautiful hotel, friendly and helpful staff. Our room was lovely, clean and comfortable. We particularly like the position of the hotel being so close to railway station, shops, restaurants and bars."," I would have liked to have a bath, however the water trickled from the tap and would have taken such a long time to fill. I opted for a shower instead as pressure from the shower was better though not great.",9.5,Love this hotel😀
1185,United Kingdom,Superior Room,1 night ,October 2018,Couple, Everything,,9.6,Exceptional
1186,Australia,Standard Room,1 night ,October 2018,Couple, Arrived early to check in and staff were helpful and we were able to leave our bags and have a coffee. Hotel in a great part of the city easy to get around. Great place to stay.,,10,Exceptional
1187,United Kingdom,Superior Room,1 night ,October 2018,Solo traveler, God location and clean, Nothing,7.5,Good
1188,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler," I really liked the room layout and the blackout curtains, great bed and shower.
The room was very quit, great nights sleep.
The Staff were very helpful and friendly. I'll stay here again."," Could do with a couple more drinking water in the rooms. I always think hotel should provide at least a litre of water  per guest. Id always prefer Bottled filtered tap water than plastic bottles.
The main Bar area was under refurbishment which wasn't mentioned a the time of booking, but the small side bar was opened.",9.6,Stylish hotel in a great spot with fantastically helpful staff.
1189,United Kingdom,Premium Room,1 night ,September 2018,Solo traveler," Comfortable bed  
good leisure facilities  
Friendly welcome at reception", No comment,8.8,Excellent
1190,United Kingdom,Superior Room,1 night ,October 2018,Couple, staff were great     its handy for shops and night life breakfast very nice   if a little warm in the breakfast area, there doing some works in the bar area so theres boarding all around that area so looked like a building site,8.8,we had a great time if a little expensive considering the works going on
1191,United Kingdom,Standard Room,1 night ,October 2018,Group," Great staff, great service, great hotel!",,10,Exceptional
1192,United Kingdom,Standard Room,1 night ,October 2018,Couple, Location and smoking rooms available, NA,9.6,Exceptional
1193,United Kingdom,Standard Room,1 night ,October 2018,Couple, It was excellent breakfast was amazing, Nothing,10,It was a surprise getaway for me it was wonderful
1194,United Kingdom,Superior Room,1 night ,September 2018,Couple, Friendly staff great atmosphere, No parking.,10,Great stay will be back
