,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
1801,United States of America,Standard Room,1 night ,July 2019,Family," Perfect place to stay when catching an early flight back to The States in the morning.  The staff were very friendly, and helpful.  We even got a free upgrade from a superior room to a premium room!  I liked that the breakfast buffet opened at 5am.  There was no mad dash to eat breakfast and rush to the terminal.  For an airport hotel (with a great view of the runway), it was amazingly quiet!"," Breakfast was ok, for buffet style, a lot from which to choose, though the eggs were a bit on the rubbery side.  I had asked for a 5:30 wakeup call, but it never came.  Luckily we woke up alright without it.",9.6,Perfect for those early morning flights back home.
1802,Australia,Superior Room with Runway View,1 night ,August 2019,Couple, Really comfortable bed and amazing big screen TV, Radisson rewards program should offer more attractive pricing for room and meals,9.2,Bit pricey but it’s really comfortable and convenient
1803,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family, The room was beautiful. Bed very comfortable and had a great night sleep. Felt like we were the only ones In the hotel., Nothing,10,Excellent
1804,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Family,, The room service quite expensive and food arrived stone cold,10,Exceptional
1805,United Kingdom,Standard Room,1 night ,August 2019,Group," Modern, clean, spacious"," Funny looking entrance and a bit of a pain going up to floor 3 first before going to the room 
(Rather than having check in on the ground floor)",9.2,Wonderful
1806,United Kingdom,Standard Room,1 night ,August 2019,Couple, Proximity to airport, N/a,9.6,Exceptional
1807,United Kingdom,Standard Room,1 night ,August 2019,Couple, Able to walk to terminal, Breakfast poor value,8.8,Excellent
1808,New Zealand,Standard Room,1 night ,August 2019,Couple, Great room fully furnished.,,10,Exceptional
1809,United Kingdom,Standard Room,1 night ,August 2019,Couple, Location is great, Nothing,10,Exceptional
1810,United Kingdom,Standard Room,1 night ,July 2019,Couple,," Couldn't fault any of it, great time",10,Exceptional
1811,United Kingdom,Standard Room,1 night ,August 2019,Couple, Great location ... ideal when you get off a long flight !,,9.6,Exceptional
1812,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple," Overall experience was very good, staff room and food was very nice.",,9.6,Great stay.
1813,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Couple, Perfect location for an early flight. Enjoyed dinner in the hotel restaurant which was better than expected., The wine in the hotel bar and restaurant is very expensive,10,Exceptional
1814,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Convenient for early and late flights, Very expensive,9.2,Love this hotel
1815,United Kingdom,Standard Room,1 night ,July 2019,Couple, The whole experience, All good,10,Pleasurable
1816,United Kingdom,Superior Room with Runway View,1 night ,August 2019,Couple, First class service and upgraded room free of charge once again. Much appreciated.,,10,A lovely nights sleep after a Turing flight.
1817,United Kingdom,Standard Room,1 night ,July 2019,Couple, Convenient location for airport, A bit expensive,7.9,Did what it said on the tin
1818,United Kingdom,Standard Room,1 night ,July 2019,Couple," We just used the hotel overnight before a very early flight - so room only.  the check-in and check-out procedures were easy, all in all we were very please",,8.3,Stress free and convenient for the airoprt
1819,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Family, Super convenient quiet and comfortable,,10,We will be back
1820,Isle of Man,Standard Room,1 night ,July 2019,Couple," The Girl on check inn
The Hole Experience was Faultless and the Service was First Class", Nothing,10,Superb
1821,Isle of Man,Superior Room with Runway View,1 night ,July 2019,Couple," Fantastic breakfast, great hotel.",,9.2,Wonderful
1822,Canada,Standard Room,2 nights ,July 2019,Family," Buffet breakfast,comfort of rooms. Also early check in service after very long flight.",,10,Have stayed before and will come again.
1823,Oman,Standard Room,1 night ,July 2019,Solo traveler, Technically the hotel is in the airport centered betweem terminal 1 and 2. Marvelous location,,10,Raddisdon is great
1824,United Kingdom,Standard Room,1 night ,July 2019,Family," Everything. Great location, friendly staff. Amazing room.", Nothing,10,Excellent
1825,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Couple," Friendly staff, great location and good rooms", Slightly expensive for what it is,8.8,A whistle stop visit to allow the family to catch an early flight
1826,United Kingdom,Standard Room,1 night ,July 2019,Couple," Ease for terminal 2 
Fantastic restaurant, gym and bar staff", Had to wait some time to check in as we were ignored by a receptionist,8.8,Excellent
1827,United Kingdom,Standard Room,1 night ,July 2019,Family," When I arrived at the hotel to do my check in, the member of staff upgraded my room to one in the executive suite (9th floor) free of charge. He was very nice and professional! I loved the way that all the staff was willing to carry my suitcases and having a tunnel that leads directly into terminal 1 makes the location of this hotel 5 stars.", I didn’t like the fact that I only booked to stay there 1 night haha,10,Free Upgrade
1828,Australia,Standard Room,1 night ,July 2019,Couple, Everything, Nothing,10,Exceptional
1829,Poland,Standard Room,1 night ,July 2019,Family, Lots of teabags/coffee. Extremely large bed and top quality bed linen., Nothing,10,Extra convenient for early morning flight
1830,United Kingdom,Standard Room,1 night ,July 2019,Family, Position of hotel, Food expensive for what was offered,7.5,Good nights sleep excellent for terminal one
1831,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, Executive rooms were very  comfy, More signage from airport  terminal 3 to hotel,7.5,Good
1832,United Kingdom,Standard Room,1 night ,July 2019,Family, Excellent service,,10,Exceptional
1833,United Kingdom,Standard Room,1 night ,July 2019,Couple, Arrived at 1am and was upgraded, Nothing,10,Exceptional
1834,United Kingdom,Standard Room,1 night ,July 2019,Couple, Everything, Nothing,10,Exceptional
1835,United Kingdom,Standard Room,1 night ,July 2019,Group, The beds and towels,,9.6,Very good excellent for the railway
1836,United Kingdom,Standard Room,1 night ,July 2019,Couple, Location to terminal. Comfortable bed. Clean and airy room.’, Continental breakfast for very early travellers.,9.6,"Excellent stay would stay again. Not the least expensive hotel, but worth it for the location, no ne"
1837,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Family, Hi, Nothing all great,9.6,Wanted somewhere close to terminal 2 ideal
1838,United States of America,Standard Room,1 night ,July 2019,Solo traveler," Location was excellent, staff is friendly and welcoming. It was nice to stay there after a LONG week of work. I needed a bit of rest, and was able to do so before a very early flight the next morning."," It was a hot summer week, but even at 4:30 AM the hallways and lobby were unbearably hot. I needed to change my clothes before boarding my flight but didn't have time. That made my morning a bit uncomfortable.",9.6,All and all a good stay.
1839,Isle of Man,Standard Room,1 night ,July 2019,Couple," Super efficient, modern & clean hotel",,8.8,Top airport hotel
1840,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler, I stayed overnight before a flight to Australia. The location is great just a few minutes from airline checkin. The room was spacious and very clean. Breakfast was excellent. Would definitely use the hotel again., Nothing.,9.6,I enjoyed my short stay immensely.
1841,United Kingdom,Superior Room with Runway View,1 night ,July 2019,Family, Excellent service and location.,,9.6,Exceptional
1842,United Kingdom,Standard Room,1 night ,July 2019,Couple, Convenient and quality,,9.6,Exceptional
1843,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,July 2019,Couple, The hotel was very clean and the staff were very friendly the location was very good for an early flight,,9.6,Exceptional
1844,Qatar,Standard Room,1 night ,July 2019,Family," Location, Staff, cleanliness of the rooms", Nothing,10,Exceptional
1845,Qatar,Standard Room,2 nights ,July 2019,Family," Location, Staff, cleanliness of the rooms", Nothing,10,Exceptional
1846,United Kingdom,Standard Room,2 nights ,July 2019,Family," Location, cleanliness and absolutely marvelous reception lady who efficiently sorted all my queries."," When the room was cleaned, after the first night,  the cleaner took away the room key that was used for the electricity and did not return it. Also the bath mat was removed and NOT replaced",9.6,Radisson Blu- Manchester Airport
1847,United Kingdom,Standard Room,1 night ,July 2019,Couple, Great location, All good,9.6,Exceptional
1848,Australia,Standard Room,1 night ,July 2019,Solo traveler, Clean comfortable and right near the airport terminals., I was there for only 12hours and didn’t you any of the facilities. Would love to have paid less for the time I actually stay there as I have in other airport hotels. Can’t fault anything else though.,8.8,Excellent
1849,United Kingdom,Standard Room,1 night ,July 2019,Solo traveler," Direct access to the airport via covered walkways.
Comfortable clean room.", For me the room was too hot at night and on an auto setting.,9.2,Overnight transit
